ISIN;Description;Ccy;Price;Issuer;Industry Sector;Maturity;Coupon;Rating;PD 1YR;Outstanding Amount;Callable;Next Call Date;Seniority;Coupon Frequency;Coupon Type;First Coupon Date;Penultimate Coupon Date;Issue date;Bid Price;Ask Price
XS2583203950;SABSM 5 ¼ 02/07/29;EUR;105.755;BANCO DE SABADELL SA;Financial;07/02/2029;5.25;BBB;0.000318274;750000000;Y;07/02/2028;Sr Non Preferred;1;VARIABLE;07/02/2024;07/02/2028;07/02/2023;105.68;105.83
XS2583600791;SEB 3 ¾ 02/07/28;EUR;102.773;SKANDINAVISKA ENSKILDA;Financial;07/02/2028;3.75;A;5.4877E-05;1000000000;N;;Sr Non Preferred;1;FIXED;07/02/2024;07/02/2027;07/02/2023;102.694;102.853
XS2586851300;VOD 4 02/10/43;EUR;96.752;VODAFONE INTERNAT FINANC;Communications;10/02/2043;4;BBB;0.011176987;500000000;Y;10/08/2042;Sr Unsecured;1;FIXED;10/02/2024;10/02/2042;10/02/2023;96.346;97.159
XS2582814039;BRITEL 3 ¾ 05/13/31;EUR;103.1872;BRITISH TELECOMMUNICATIO;Communications;13/05/2031;3.75;BBB;0.008914572;800000000;Y;13/02/2031;Sr Unsecured;1;FIXED;13/05/2023;13/05/2030;13/02/2023;103.003;103.372
XS2585932275;BDX 3.553 09/13/29;EUR;102.473;BECTON DICKINSON EURO;Consumer, Non-cyclical;13/09/2029;3.553;BBB;1.17832E-05;800000000;Y;13/06/2029;Sr Unsecured;1;FIXED;13/09/2023;13/09/2028;13/02/2023;102.371;102.575
XS2586123965;F 4.867 08/03/27;EUR;103.14;FORD MOTOR CREDIT CO LLC;Consumer, Cyclical;03/08/2027;4.867;BB+;0.020395252;1000000000;N;;Sr Unsecured;1;FIXED;03/08/2023;03/08/2026;13/02/2023;103.022;103.258
XS2587306403;SGELN 3.82 02/15/28;EUR;102.323;SAGE GROUP PLC/THE;Technology;15/02/2028;3.82;NR;3.96058E-07;500000000;Y;15/01/2028;Sr Unsecured;1;FIXED;15/02/2024;15/02/2027;15/02/2023;102.243;102.403
XS2587352340;GM 4.3 02/15/29;EUR;104.1089;GENERAL MOTORS FINL CO;Consumer, Cyclical;15/02/2029;4.3;BBB;0.020203048;750000000;Y;15/12/2028;Sr Unsecured;1;FIXED;15/02/2024;15/02/2028;15/02/2023;103.97;104.248
XS2588884481;SABSM 6 08/16/33;EUR;107.3717;BANCO DE SABADELL SA;Financial;16/08/2033;6;BBB-;0.000318274;500000000;Y;16/05/2028;Subordinated;1;VARIABLE;16/08/2023;16/08/2032;16/02/2023;107.202;107.542
XS2588885025;UCGIM 4.45 02/16/29;EUR;103.796;UNICREDIT SPA;Financial;16/02/2029;4.45;BBB;0.000322889;1000000000;Y;16/02/2028;Sr Non Preferred;1;VARIABLE;16/02/2024;16/11/2028;16/02/2023;103.702;103.89
XS2588099981;SHBASS 3 ⅜ 02/17/28;EUR;102.07;SVENSKA HANDELSBANKEN AB;Financial;17/02/2028;3.375;AA;0.000129884;1000000000;N;;Sr Preferred;1;FIXED;17/02/2024;17/02/2027;17/02/2023;101.982;102.158
DK0030045703;NYKRE 4 07/17/28;EUR;103.68;NYKREDIT REALKREDIT AS;Financial;17/07/2028;4;A-;0.008589489;750000000;N;;Sr Non Preferred;1;FIXED;17/07/2023;17/07/2027;20/02/2023;103.602;103.759
XS2588986997;INTNED 5 02/20/35;EUR;105.8932;ING GROEP NV;Financial;20/02/2035;5;BBB;8.33832E-05;500000000;Y;20/11/2029;Subordinated;1;VARIABLE;20/02/2024;20/02/2034;20/02/2023;105.732;106.055
XS2589361240;ISPIM 6.184 02/20/34;EUR;108.83;INTESA SANPAOLO SPA;Financial;20/02/2034;6.184;BBB-;0.000100348;1000000000;Y;20/11/2028;Subordinated;1;VARIABLE;20/02/2024;20/02/2033;20/02/2023;108.693;108.967
XS2589712996;MIZUHO 4.157 05/20/28;EUR;104.218;MIZUHO FINANCIAL GROUP;Financial;20/05/2028;4.157;A;0.000341565;600000000;N;;Sr Unsecured;1;FIXED;20/05/2023;20/05/2027;20/02/2023;104.131;104.306
XS2589713614;MIZUHO 4.416 05/20/33;EUR;106.448;MIZUHO FINANCIAL GROUP;Financial;20/05/2033;4.416;A;0.000341565;750000000;N;;Sr Unsecured;1;FIXED;20/05/2023;20/05/2032;20/02/2023;106.312;106.584
ES0280907033;UCAJLN 5 ⅛ 02/21/29;EUR;105.522;UNICAJA BANCO SA;Financial;21/02/2029;5.125;NR;5.27851E-05;500000000;Y;21/02/2028;Sr Preferred;1;VARIABLE;21/02/2024;21/02/2028;21/02/2023;105.39;105.654
XS2488809612;NOKIA 4 ⅜ 08/21/31;EUR;104.278;NOKIA OYJ;Communications;21/08/2031;4.375;BB+;3.36088E-05;500000000;Y;31/05/2031;Sr Unsecured;1;FIXED;21/08/2023;21/08/2030;21/02/2023;104.054;104.503
XS2589820294;PRIFII 4 ⅝ 02/21/35;EUR;106.571;PROLOGIS INTL FUND II;Financial;21/02/2035;4.625;A-;0.002987741;600000000;Y;21/11/2034;Sr Unsecured;1;FIXED;21/02/2024;21/02/2034;21/02/2023;106.242;106.9
XS2588859376;EJRAIL 4.11 02/22/43;EUR;100.2778;EAST JAPAN RAILWAY CO;Industrial;22/02/2043;4.11;A+;6.4501E-05;750000000;N;;Sr Unsecured;1;FIXED;22/02/2024;22/02/2042;22/02/2023;99.919;100.637
XS2589828941;TELIAS 3 ⅝ 02/22/32;EUR;103.031;TELIA COMPANY AB;Communications;22/02/2032;3.625;BBB+;1.15493E-05;500000000;Y;22/11/2031;Sr Unsecured;1;FIXED;22/02/2024;22/02/2031;22/02/2023;102.836;103.227
FR001400G3A1;BNP 3 ⅞ 02/23/29;EUR;102.96;BNP PARIBAS;Financial;23/02/2029;3.875;A+;0.000632394;1000000000;Y;23/02/2028;Sr Preferred;1;VARIABLE;23/02/2024;23/11/2028;23/02/2023;102.886;103.035
XS2590759986;FINBAN 4 ⅝ 02/23/29;EUR;104.2636;FINECOBANK SPA;Financial;23/02/2029;4.625;NR;6.28477E-05;300000000;Y;23/02/2028;Sr Preferred;1;VARIABLE;23/02/2024;23/11/2028;23/02/2023;104.09;104.437
XS2591848192;UNANA 3 ½ 02/23/35;EUR;101.695;UNILEVER FINANCE;Consumer, Non-cyclical;23/02/2035;3.5;A+;7.01173E-07;500000000;Y;23/11/2034;Sr Unsecured;1;FIXED;23/02/2024;23/02/2034;23/02/2023;101.488;101.903
XS2591848275;UNANA 3 ¼ 02/23/31;EUR;102.397;UNILEVER FINANCE;Consumer, Non-cyclical;23/02/2031;3.25;A+;7.01173E-07;500000000;Y;23/11/2030;Sr Unsecured;1;FIXED;23/02/2024;23/02/2030;23/02/2023;102.275;102.519
XS2589790018;SIEGR 3 ⅝ 02/24/43;EUR;96.028;SIEMENS FINANCIERINGSMAT;Industrial;24/02/2043;3.625;AA-;0.006816219;750000000;Y;24/11/2042;Sr Unsecured;1;FIXED;24/02/2024;24/02/2042;24/02/2023;95.695;96.36
XS2589790109;SIEGR 3 ⅜ 08/24/31;EUR;103.252;SIEMENS FINANCIERINGSMAT;Industrial;24/08/2031;3.375;AA-;0.006816219;1250000000;Y;24/05/2031;Sr Unsecured;1;FIXED;24/08/2023;24/08/2030;24/02/2023;103.039;103.465
XS2589792220;SIEGR 3 ½ 02/24/36;EUR;100.8601;SIEMENS FINANCIERINGSMAT;Industrial;24/02/2036;3.5;AA-;0.006816219;500000000;Y;24/11/2035;Sr Unsecured;1;FIXED;24/02/2024;24/02/2035;24/02/2023;100.573;101.147
FR001400G3Y1;KERFP 3 ¼ 02/27/29;EUR;101.076;KERING;Consumer, Cyclical;27/02/2029;3.25;NR;0.001163335;750000000;Y;27/11/2028;Sr Unsecured;1;FIXED;27/02/2024;27/02/2028;27/02/2023;100.936;101.215
FR001400G412;KERFP 3 ⅜ 02/27/33;EUR;98.552;KERING;Consumer, Cyclical;27/02/2033;3.375;NR;0.001163335;750000000;Y;27/11/2032;Sr Unsecured;1;FIXED;27/02/2024;27/02/2032;27/02/2023;98.294;98.811
XS2592088236;ROSW 3.204 08/27/29;EUR;102.265;ROCHE FINANCE EUROPE BV;Consumer, Non-cyclical;27/08/2029;3.204;AA;5.02964E-06;750000000;Y;27/05/2029;Sr Unsecured;1;FIXED;27/08/2023;27/08/2028;27/02/2023;102.147;102.382
XS2592088400;ROSW 3.355 02/27/35;EUR;102.356;ROCHE FINANCE EUROPE BV;Consumer, Non-cyclical;27/02/2035;3.355;AA;5.02964E-06;500000000;Y;27/11/2034;Sr Unsecured;1;FIXED;27/02/2024;27/02/2034;27/02/2023;102.14;102.572
XS2592301365;TSCOLN 4 ¼ 02/27/31;EUR;105.2577;TESCO CORP TREASURY SERV;Consumer, Non-cyclical;27/02/2031;4.25;BBB-;0.022513089;500000000;Y;27/11/2030;Sr Unsecured;1;FIXED;27/02/2024;27/02/2030;27/02/2023;105.073;105.443
XS2592628791;NWG 5.763 02/28/34;EUR;107.58;NATWEST GROUP PLC;Financial;28/02/2034;5.763;BBB+;0.000171391;700000000;Y;28/11/2028;Subordinated;1;VARIABLE;28/02/2024;28/02/2033;28/02/2023;107.462;107.697
XS2594025814;ARCAD 4 ⅞ 02/28/28;EUR;104.0531;ARCADIS NV;Industrial;28/02/2028;4.875;NR;0.00011406;500000000;Y;28/11/2027;Sr Unsecured;1;FIXED;28/02/2024;28/02/2027;28/02/2023;103.937;104.169
XS2583644146;ORIX 4.477 06/01/28;EUR;104.474;ORIX CORP;Financial;01/06/2028;4.477;BBB+;7.44755E-05;500000000;N;;Sr Unsecured;1;FIXED;01/06/2023;01/06/2027;01/03/2023;104.25;104.697
FR001400G6Y4;BPCEGP 4 ⅝ 03/02/30;EUR;105.297;BPCE SA;Financial;02/03/2030;4.625;BBB+;1.82924E-05;1000000000;Y;02/03/2029;Sr Non Preferred;1;VARIABLE;02/03/2024;02/03/2029;02/03/2023;105.173;105.42
XS2593105393;AZN 3 ⅝ 03/03/27;EUR;101.7367;ASTRAZENECA PLC;Consumer, Non-cyclical;03/03/2027;3.625;A+;1.9238E-05;750000000;Y;03/02/2027;Sr Unsecured;1;FIXED;03/03/2024;03/03/2026;03/03/2023;101.67;101.804
XS2593105476;AZN 3 ¾ 03/03/32;EUR;104.3623;ASTRAZENECA PLC;Consumer, Non-cyclical;03/03/2032;3.75;A+;1.9238E-05;750000000;Y;03/12/2031;Sr Unsecured;1;FIXED;03/03/2024;03/03/2031;03/03/2023;104.19;104.535
XS2595028536;MS 4.656 03/02/29;EUR;104.4551;MORGAN STANLEY;Financial;02/03/2029;4.656;A;2.70627E-05;2000000000;Y;02/03/2028;Sr Unsecured;1;VARIABLE;02/03/2024;02/12/2028;03/03/2023;104.365;104.545
XS2595036554;APD 4 03/03/35;EUR;103.4;AIR PRODUCTS & CHEMICALS;Basic Materials;03/03/2035;4;A;2.39346E-05;700000000;Y;03/12/2034;Sr Unsecured;1;FIXED;03/03/2024;03/03/2034;03/03/2023;103.162;103.638
FR001400GDF9;ACAFP 4 ⅛ 03/07/30;EUR;105.231;CREDIT AGRICOLE SA;Financial;07/03/2030;4.125;A+;0.000125365;1000000000;N;;Sr Preferred;1;FIXED;07/03/2024;07/03/2029;07/03/2023;105.093;105.37
XS2595417945;MCD 4 ¼ 03/07/35;EUR;105.324;MCDONALD'S CORP;Consumer, Cyclical;07/03/2035;4.25;BBB+;4.53177E-07;500000000;Y;07/12/2034;Sr Unsecured;1;FIXED;07/03/2024;07/03/2034;07/03/2023;105.093;105.556
XS2595418166;MCD 4 03/07/30;EUR;104.691;MCDONALD'S CORP;Consumer, Cyclical;07/03/2030;4;BBB+;4.53177E-07;500000000;Y;07/01/2030;Sr Unsecured;1;FIXED;07/03/2024;07/03/2029;07/03/2023;104.555;104.826
XS2592650373;ISPIM 5 03/08/28;EUR;103.4017;INTESA SANPAOLO SPA;Financial;08/03/2028;5;BBB;0.000100348;1500000000;Y;08/03/2027;Sr Non Preferred;1;VARIABLE;08/03/2024;08/12/2027;08/03/2023;103.327;103.476
XS2592658947;ISPIM 5 ⅝ 03/08/33;EUR;113.8208;INTESA SANPAOLO SPA;Financial;08/03/2033;5.625;BBB;0.000100348;750000000;N;;Sr Non Preferred;1;FIXED;08/03/2024;08/03/2032;08/03/2023;113.577;114.064
XS2595418323;BASGR 4 03/08/29;EUR;104.287;BASF SE;Basic Materials;08/03/2029;4;A-;0.000440507;500000000;Y;08/12/2028;Sr Unsecured;1;FIXED;08/03/2024;08/03/2028;08/03/2023;104.195;104.379
XS2595418596;BASGR 4 ¼ 03/08/32;EUR;105.967;BASF SE;Basic Materials;08/03/2032;4.25;A-;0.000440507;500000000;Y;08/12/2031;Sr Unsecured;1;FIXED;08/03/2024;08/03/2031;08/03/2023;105.805;106.128
XS2595418679;BASGR 4 ½ 03/08/35;EUR;108.094;BASF SE;Basic Materials;08/03/2035;4.5;A-;0.000440507;500000000;Y;08/12/2034;Sr Unsecured;1;FIXED;08/03/2024;08/03/2034;08/03/2023;107.849;108.34
XS2596599147;PNDORA 4 ½ 04/10/28;EUR;104.073;PANDORA A/S;Consumer, Cyclical;10/04/2028;4.5;BBB;0.000183785;500000000;Y;10/03/2028;Sr Unsecured;1;FIXED;10/04/2023;10/04/2027;10/03/2023;103.963;104.182
XS2597113989;HSBC 4.752 03/10/28;EUR;103.148;HSBC HOLDINGS PLC;Financial;10/03/2028;4.752;A-;9.28921E-05;1500000000;Y;10/03/2027;Sr Unsecured;1;VARIABLE;10/03/2024;10/12/2027;10/03/2023;103.081;103.216
XS2597114284;HSBC 4.787 03/10/32;EUR;107.4934;HSBC HOLDINGS PLC;Financial;10/03/2032;4.787;A-;9.28921E-05;1250000000;Y;10/03/2031;Sr Unsecured;1;VARIABLE;10/03/2024;10/12/2031;10/03/2023;107.342;107.644
FR001400GGZ0;BFCM 4 ⅛ 03/13/29;EUR;104.2415;BANQUE FED CRED MUTUEL;Financial;13/03/2029;4.125;A+;1.08678E-05;1500000000;N;;Sr Preferred;1;FIXED;13/03/2024;13/03/2028;13/03/2023;104.123;104.36
XS2595410775;NESNVX 3 ½ 12/13/27;EUR;102.3923;NESTLE FINANCE INTL LTD;Consumer, Non-cyclical;13/12/2027;3.5;AA-;0.016977096;850000000;Y;13/11/2027;Sr Unsecured;1;FIXED;13/12/2023;13/12/2026;13/03/2023;102.292;102.492
XS2595412631;NESNVX 3 ¾ 03/13/33;EUR;105.342;NESTLE FINANCE INTL LTD;Consumer, Non-cyclical;13/03/2033;3.75;AA-;0.016977096;850000000;Y;13/12/2032;Sr Unsecured;1;FIXED;13/03/2024;13/03/2032;13/03/2023;105.117;105.567
XS2597093009;TOYOTA 4.05 09/13/29;EUR;104.523;TOYOTA MOTOR CREDIT CORP;Consumer, Cyclical;13/09/2029;4.05;A+;0.018648239;1000000000;N;;Sr Unsecured;1;FIXED;13/09/2023;13/09/2028;13/03/2023;104.377;104.67
XS2596599063;NWG 4.699 03/14/28;EUR;103.146;NATWEST GROUP PLC;Financial;14/03/2028;4.699;A-;0.000171391;500000000;Y;14/03/2027;Sr Unsecured;1;VARIABLE;14/03/2024;14/12/2027;14/03/2023;103.083;103.209
XS2597110027;STLA 4 ⅜ 03/14/30;EUR;103.615;STELLANTIS NV;Consumer, Cyclical;14/03/2030;4.375;BBB;0.024239666;1250000000;Y;14/12/2029;Sr Unsecured;1;FIXED;14/03/2024;14/03/2029;14/03/2023;103.426;103.803
XS2597696124;DNBNO 4 03/14/29;EUR;103.304;DNB BANK ASA;Financial;14/03/2029;4;AA-;5.1959E-05;1000000000;Y;14/03/2028;Sr Preferred;1;VARIABLE;14/03/2024;14/12/2028;14/03/2023;103.234;103.374
XS2597999452;BACRED 4 ¾ 03/14/28;EUR;103.0629;MEDIOBANCA DI CRED FIN;Financial;14/03/2028;4.75;BBB-;0.000535005;750000000;Y;14/03/2027;Sr Preferred;1;VARIABLE;14/03/2024;14/12/2027;14/03/2023;102.978;103.148
AT000B122155;VOWIBA 4 ¾ 03/15/27;EUR;103.0857;VOLKSBANK WIEN AG;Financial;15/03/2027;4.75;NR;2.20466E-05;500000000;N;;Sr Preferred;1;FIXED;15/03/2024;15/03/2026;15/03/2023;102.956;103.215
XS2598332133;ALV 4 ¼ 03/15/28;EUR;103.2536;AUTOLIV INC;Consumer, Cyclical;15/03/2028;4.25;NR;7.2522E-05;500000000;Y;15/12/2027;Sr Unsecured;1;FIXED;15/03/2024;15/03/2027;15/03/2023;103.148;103.359
XS2597991988;ASBBNK 4 ½ 03/16/27;EUR;102.9553;ASB BANK LIMITED;Financial;16/03/2027;4.5;AA-;#N/A N/A;500000000;N;;Sr Unsecured;1;FIXED;16/03/2024;16/03/2026;16/03/2023;102.873;103.037
XS2598649254;NESVFH 3 ⅞ 03/16/29;EUR;102.9942;NESTE OYJ;Energy;16/03/2029;3.875;NR;0.000436086;500000000;Y;16/12/2028;Sr Unsecured;1;FIXED;16/03/2024;16/03/2028;16/03/2023;102.867;103.121
XS2599779597;NESVFH 4 ¼ 03/16/33;EUR;104.671;NESTE OYJ;Energy;16/03/2033;4.25;NR;0.000436086;500000000;Y;16/12/2032;Sr Unsecured;1;FIXED;16/03/2024;16/03/2032;16/03/2023;104.464;104.878
CH1255915006;UBS 4 ⅝ 03/17/28;EUR;102.9342;UBS GROUP AG;Financial;17/03/2028;4.625;A-;0.000727758;1046304000;Y;17/03/2027;Sr Unsecured;1;VARIABLE;17/03/2024;17/03/2027;17/03/2023;102.857;103.011
CH1255915014;UBS 4 ¾ 03/17/32;EUR;107.521;UBS GROUP AG;Financial;17/03/2032;4.75;A-;0.000727758;977135000;Y;17/03/2031;Sr Unsecured;1;VARIABLE;17/03/2024;17/03/2031;17/03/2023;107.348;107.694
XS2597677090;MGCN 4 ⅜ 03/17/32;EUR;104.9972;MAGNA INTERNATIONAL INC;Consumer, Cyclical;17/03/2032;4.375;A-;0.000477458;550000000;Y;17/12/2031;Sr Unsecured;1;FIXED;17/03/2024;17/03/2031;17/03/2023;104.816;105.179
XS2597994065;GPN 4 ⅞ 03/17/31;EUR;105.326;GLOBAL PAYMENTS INC;Consumer, Non-cyclical;17/03/2031;4.875;BBB-;0.001755629;800000000;Y;17/01/2031;Sr Unsecured;1;FIXED;17/03/2024;17/03/2030;17/03/2023;105.051;105.602
XS2596458591;BXBAU 4 ¼ 03/22/31;EUR;105.4746;BRAMBLES FINANCE PLC;Industrial;22/03/2031;4.25;BBB+;1.20267E-06;500000000;Y;22/12/2030;Sr Unsecured;1;FIXED;22/03/2024;22/03/2030;22/03/2023;105.248;105.701
XS2604699327;VW 4 ¼ 03/29/29;EUR;103.8489;VOLKSWAGEN INTL FIN NV;Consumer, Cyclical;29/03/2029;4.25;BBB+;0.042120067;750000000;N;;Sr Unsecured;1;FIXED;29/03/2024;29/03/2028;29/03/2023;103.664;104.034
XS2592516210;WKLNA 3 ¾ 04/03/31;EUR;103.608;WOLTERS KLUWER NV;Consumer, Non-cyclical;03/04/2031;3.75;NR;8.87712E-06;700000000;Y;03/01/2031;Sr Unsecured;1;FIXED;03/04/2024;03/04/2030;03/04/2023;103.405;103.811
XS2596537972;ADNA 3 ½ 04/04/28;EUR;102.135;KONINKIJKE AHOLD DLHAIZE;Consumer, Non-cyclical;04/04/2028;3.5;BBB+;4.82756E-06;500000000;Y;04/01/2028;Sr Unsecured;1;FIXED;04/04/2024;04/04/2027;04/04/2023;102.062;102.207
XS2607381436;SECUSS 4 ¼ 04/04/27;EUR;102.141;SECURITAS TREASURY IRELA;Consumer, Non-cyclical;04/04/2027;4.25;NR;9.99522E-06;600000000;Y;04/01/2027;Sr Unsecured;1;FIXED;04/04/2024;04/04/2026;04/04/2023;102.098;102.183
XS2601459162;SIENFI 4 ¼ 04/05/29;EUR;104.286;SIEMENS ENERGY FINAN BV;Industrial;05/04/2029;4.25;BBB-;0.000227253;750000000;Y;05/01/2029;Sr Unsecured;1;FIXED;05/04/2024;05/04/2028;05/04/2023;104.077;104.496
XS2606297864;MET 4 04/05/28;EUR;103.765;MET LIFE GLOB FUNDING I;Financial;05/04/2028;4;AA-;0.011569751;600000000;N;;Secured;1;FIXED;05/04/2024;05/04/2027;05/04/2023;103.687;103.844
XS2607040958;NGTRAN 4 ¼ 04/05/30;EUR;104.8819;NATL GAS TRANSMISSION;Utilities;05/04/2030;4.25;BBB+;0.004025899;550000000;Y;05/01/2030;Sr Unsecured;1;FIXED;05/04/2024;05/04/2029;05/04/2023;104.697;105.067
FR001400H2O3;RENAUL 4 ½ 04/06/27;EUR;102.285;RCI BANQUE SA;Consumer, Cyclical;06/04/2027;4.5;BBB;0.014077941;750000000;Y;06/01/2027;Sr Unsecured;1;FIXED;06/04/2024;06/04/2026;06/04/2023;102.187;102.384
XS2610457967;AXASA 5 ½ 07/11/43;EUR;110.592;AXA SA;Financial;11/07/2043;5.5;A;6.89119E-06;1000000000;Y;11/01/2033;Subordinated;1;VARIABLE;11/07/2023;11/04/2043;11/04/2023;110.372;110.813
FR001400H9B5;BNP 4 ¼ 04/13/31;EUR;104.856;BNP PARIBAS;Financial;13/04/2031;4.25;A-;0.000632394;1000000000;Y;13/04/2030;Sr Non Preferred;1;VARIABLE;13/04/2024;13/01/2031;13/04/2023;104.704;105.009
XS2605914105;GIS 3.907 04/13/29;EUR;103.342;GENERAL MILLS INC;Consumer, Non-cyclical;13/04/2029;3.907;BBB;7.8248E-05;750000000;Y;13/01/2029;Sr Unsecured;1;FIXED;13/04/2024;13/04/2028;13/04/2023;103.23;103.455
FR001400GDJ1;ORAFP 5 ⅜ PERP;EUR;107.2474;ORANGE SA;Communications;;5.375;BBB-;2.14239E-05;1000000000;Y;18/01/2030;Jr Subordinated;1;VARIABLE;18/04/2024;;18/04/2023;106.939;107.556
BE0002935162;KBCBB 4 ⅜ 04/19/30;EUR;105.03;KBC GROUP NV;Financial;19/04/2030;4.375;A-;5.40632E-05;1000000000;Y;19/04/2029;Sr Unsecured;1;VARIABLE;19/04/2024;19/01/2030;19/04/2023;104.915;105.145
FR001400HCR4;ACAFP 3 ⅞ 04/20/31;EUR;104.0003;CREDIT AGRICOLE SA;Financial;20/04/2031;3.875;A+;0.000125365;1500000000;N;;Sr Preferred;1;FIXED;20/04/2024;20/04/2030;20/04/2023;103.835;104.166
XS2609970848;ASSGEN 5.399 04/20/33;EUR;110.1879;GENERALI;Financial;20/04/2033;5.399;BBB+;6.64834E-07;500000000;Y;20/10/2032;Subordinated;1;FIXED;20/04/2024;20/04/2032;20/04/2023;109.925;110.451
XS2613658710;ABNANV 4 ⅜ 10/20/28;EUR;104.8313;ABN AMRO BANK NV;Financial;20/10/2028;4.375;BBB+;7.92244E-05;1250000000;N;;Sr Non Preferred;1;FIXED;20/10/2023;20/10/2027;20/04/2023;104.735;104.928
XS2607193435;TRNIM 3 ⅝ 04/21/29;EUR;102.944;TERNA RETE ELETTRICA;Utilities;21/04/2029;3.625;BBB+;2.09814E-05;750000000;Y;21/02/2029;Sr Unsecured;1;FIXED;21/04/2024;21/04/2028;21/04/2023;102.821;103.067
XS2610788569;CARGIL 3 ⅞ 04/24/30;EUR;103.82;CARGILL INC;Consumer, Non-cyclical;24/04/2030;3.875;A;0.011645897;500000000;Y;24/02/2030;Sr Unsecured;1;FIXED;24/04/2024;24/04/2029;24/04/2023;103.649;103.991
XS2610209129;ANESM 3 ¾ 04/25/30;EUR;102.7775;ACCIONA ENERGIA FINANCIA;Energy;25/04/2030;3.75;BBB-;0.000378851;500000000;Y;25/01/2030;Sr Unsecured;1;FIXED;25/04/2024;25/04/2029;25/04/2023;102.604;102.951
XS2613658041;RABOBK 4.233 04/25/29;EUR;103.745;COOPERATIEVE RABOBANK UA;Financial;25/04/2029;4.233;A-;5.75847E-06;1250000000;Y;25/04/2028;Sr Non Preferred;1;VARIABLE;25/04/2024;25/01/2029;25/04/2023;103.675;103.815
XS2614623978;TCLAU 4.225 04/26/33;EUR;105.003;TRANSURBAN FINANCE CO;Consumer, Non-cyclical;26/04/2033;4.225;BBB+;1.1415E-06;650000000;Y;26/01/2033;Secured;1;FIXED;26/04/2024;26/04/2032;26/04/2023;104.811;105.195
XS2615271629;JYBC 5 10/26/28;EUR;104.69;JYSKE BANK A/S;Financial;26/10/2028;5;NR;3.10987E-05;500000000;Y;26/10/2027;Sr Non Preferred;1;VARIABLE;26/10/2023;26/10/2027;26/04/2023;104.607;104.774
XS2615183501;EUROGR 3.722 04/27/30;EUR;102.9687;EUROGRID GMBH;Utilities;27/04/2030;3.722;NR;0.009725752;800000000;Y;27/01/2030;Sr Unsecured;1;FIXED;27/04/2024;27/04/2029;27/04/2023;102.836;103.102
FR001400HMF8;BFCM 4 ⅜ 05/02/30;EUR;104.9889;BANQUE FED CRED MUTUEL;Financial;02/05/2030;4.375;A-;1.08678E-05;1250000000;N;;Sr Non Preferred;1;FIXED;02/05/2024;02/05/2029;02/05/2023;104.851;105.127
XS2617256149;PG 3 ¼ 08/02/31;EUR;102.594;PROCTER & GAMBLE CO/THE;Consumer, Non-cyclical;02/08/2031;3.25;AA-;1.47446E-07;650000000;N;;Sr Unsecured;1;FIXED;02/08/2023;02/08/2030;02/05/2023;102.426;102.763
CH1251998238;RAIFFS 4.84 11/03/28;EUR;106.108;RAIFFEISEN SCHWEIZ;Financial;03/11/2028;4.84;A;#N/A N/A;500000000;N;;Sr Unsecured;1;FIXED;03/11/2023;03/11/2027;03/05/2023;105.948;106.268
ES0213679OO6;BKTSM 4 ⅜ 05/03/30;EUR;105.0924;BANKINTER SA;Financial;03/05/2030;4.375;A-;6.59992E-05;500000000;Y;03/05/2029;Sr Preferred;1;VARIABLE;03/05/2024;03/05/2029;03/05/2023;104.952;105.233
XS2613209670;SYDAU 4 ⅜ 05/03/33;EUR;105.348;SYDNEY AIRPORT FINANCE;Industrial;03/05/2033;4.375;BBB+;0.033100929;1000000000;Y;03/02/2033;1st lien;1;FIXED;03/05/2024;03/05/2032;03/05/2023;105.129;105.567
XS2616008541;SIKASW 3 ¾ 11/03/26;EUR;101.405;SIKA CAPITAL BV;Industrial;03/11/2026;3.75;NR;2.77717E-05;1000000000;Y;03/10/2026;Sr Unsecured;1;FIXED;03/11/2023;03/11/2025;03/05/2023;101.354;101.456
XS2616008970;SIKASW 3 ¾ 05/03/30;EUR;103.3615;SIKA CAPITAL BV;Industrial;03/05/2030;3.75;NR;2.77717E-05;750000000;Y;03/02/2030;Sr Unsecured;1;FIXED;03/05/2024;03/05/2029;03/05/2023;103.202;103.521
XS2616652637;NNGRNV 6 11/03/43;EUR;112.753;NN GROUP NV;Financial;03/11/2043;6;BBB;1.1594E-06;1000000000;Y;03/05/2033;Subordinated;1;VARIABLE;03/11/2023;03/08/2043;03/05/2023;112.463;113.043
XS2617456582;VW 4 ⅜ 05/03/28;EUR;103.712;VOLKSWAGEN BANK GMBH;Consumer, Cyclical;03/05/2028;4.375;BBB;0.014424489;500000000;N;;Sr Non Preferred;1;FIXED;03/05/2024;03/05/2027;03/05/2023;103.563;103.861
XS2617457127;VW 4 ⅝ 05/03/31;EUR;105.504;VOLKSWAGEN BANK GMBH;Consumer, Cyclical;03/05/2031;4.625;BBB;0.014424489;500000000;N;;Sr Non Preferred;1;FIXED;03/05/2024;03/05/2030;03/05/2023;105.281;105.728
XS2613162424;TLSAU 3 ¾ 05/04/31;EUR;103.96;TELSTRA GROUP LTD;Communications;04/05/2031;3.75;A-;1.00035E-08;500000000;Y;04/02/2031;Sr Unsecured;1;FIXED;04/05/2024;04/05/2030;04/05/2023;103.768;104.151
